Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),CO2 Emissions(g/km),CO2 Rating,Smog Rating,Region
Jaguar,F-TYPE R Convertible AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,299,3,3,Europe
Jaguar,F-TYPE R Coupe AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,299,3,3,Europe
Jeep,Cherokee,SUV: Small,2.0,4,A9,X,10.4,7.6,9.1,214,5,5,America
Jeep,Cherokee,SUV: Small,2.4,4,A9,X,10.8,7.5,9.3,219,5,6,America
Jeep,Cherokee,SUV: Small,3.2,6,A9,X,11.9,8.2,10.2,240,5,5,America
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.0,4,A9,X,11.2,8.0,9.8,229,5,5,America
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,X,11.2,8.0,9.8,230,5,6,America
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6,A9,X,12.2,8.6,10.6,249,5,5,America
Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6,A9,X,12.9,9.7,11.5,268,4,5,America
Jeep,Compass,SUV: Small,2.4,4,A6,X,10.6,7.6,9.3,218,5,6,America
Jeep,Compass 4X4,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,222,5,6,America
Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,10.8,8.5,9.8,263,4,1,America
Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,11.0,8.7,10.0,271,4,1,America
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,290,4,7,America
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,296,4,5,America
Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.3,9.2,10.9,256,5,7,America
Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331,3,5,America
Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,X,13.0,9.4,11.3,266,4,7,America
Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331,3,5,America
Jeep,Grand Cherokee WK 4X4,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,265,4,7,America
Jeep,Grand Wagoneer 4X4,SUV: Standard,6.4,8,A8,Z,18.6,12.8,16.0,374,2,1,America
Jeep,Renegade,SUV: Small,1.3,4,A9,X,9.8,7.4,8.7,204,6,6,America
Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,222,5,6,America
Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,X,10.8,8.7,9.9,231,5,6,America
Jeep,Wagoneer 4X4,SUV: Standard,5.7,8,A8,X,15.6,11.7,13.8,323,3,5,America
Jeep,Wrangler JL 4X4,SUV: Small,2.0,4,A8,X,10.7,9.8,10.3,241,5,5,America
Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,274,4,7,America
Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.0,9.8,11.0,258,4,5,America
Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,X,13.7,9.6,11.8,277,4,5,America
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2.0,4,A8,X,11.5,9.9,10.8,251,5,5,America
Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3.0,6,A8,D,10.6,8.1,9.5,255,5,1,America
Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3.0,6,A8,D,11.2,9.0,10.2,275,4,1,America
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.2,11.7,275,4,7,America
Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.3,9.9,11.2,262,4,5,America
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,285,4,5,America
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,6.4,8,A8,Z,18.5,14.1,16.5,387,2,1,America
Kia,Carnival,Minivan,3.5,6,AS8,X,12.0,8.9,10.6,252,5,5,Asia
Kia,Forte,Mid-size,1.6,4,AM7,X,8.7,6.6,7.8,184,6,5,Asia
Kia,Forte,Mid-size,2.0,4,AV,X,7.9,5.9,7.0,165,7,5,Asia
Kia,Forte,Mid-size,2.0,4,M6,X,8.8,6.1,7.6,178,7,5,Asia
Kia,Forte 5,Full-size,1.6,4,AM7,X,8.9,6.9,8.0,190,6,5,Asia
Kia,Forte 5,Full-size,2.0,4,AV,X,8.0,6.0,7.1,169,7,5,Asia
Kia,K5,Full-size,2.5,4,AM8,X,9.9,7.3,8.7,207,6,5,Asia
Kia,K5 AWD,Full-size,1.6,4,AS8,X,9.2,7.0,8.2,195,6,5,Asia
Kia,Niro,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,110,9,7,Asia
Kia,Niro FE,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,110,9,7,Asia
Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,X,5.0,5.6,5.3,124,9,7,Asia
Kia,Rio,Compact,1.6,4,AV1,X,7.2,6.0,6.7,159,7,3,Asia
Kia,Rio,Compact,1.6,4,M6,X,7.7,6.1,7.0,166,7,3,Asia
Kia,Seltos,SUV: Small,2.0,4,AV8,X,8.2,7.1,7.7,182,6,5,Asia
Kia,Seltos AWD,SUV: Small,1.6,4,AM7,X,9.4,7.9,8.7,205,6,5,Asia
Kia,Seltos AWD,SUV: Small,2.0,4,AV8,X,8.8,7.6,8.2,195,6,5,Asia
Kia,Sorento AWD,SUV: Small,2.5,4,AM8,X,10.9,8.7,9.9,234,5,5,Asia
Kia,Sorento AWD,SUV: Small,2.5,4,AS8,X,10.1,9.2,9.7,227,5,5,Asia
Kia,Sorento Hybrid AWD,SUV: Small,1.6,4,AM6,X,6.4,7.0,6.6,157,7,7,Asia
Kia,Soul,Station wagon: Small,2.0,4,AV,X,8.5,7.0,7.9,187,6,7,Asia
Kia,Sportage,SUV: Small,2.4,4,AS6,X,10.1,7.6,9.0,214,5,5,Asia
Kia,Sportage AWD,SUV: Small,2.0,4,AS6,X,12.1,9.6,11.0,261,4,5,Asia
Kia,Sportage AWD,SUV: Small,2.4,4,AS6,X,10.8,9.1,10.0,238,5,5,Asia
Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,13.7,9.6,11.9,280,4,3,Asia
Kia,Telluride AWD,SUV: Small,3.8,6,AS8,X,12.7,9.7,11.3,266,4,5,Asia
Lamborghini,Aventador Countach,Two-seater,6.5,12,AM7,Z,26.5,14.6,21.2,489,1,1,Europe
Lamborghini,Aventador Coupe,Two-seater,6.5,12,AM7,Z,26.8,15.1,21.5,498,1,1,Europe
Lamborghini,Aventador Roadster,Two-seater,6.5,12,AM7,Z,26.8,15.1,21.5,498,1,1,Europe
Lamborghini,Huracan evo Coupe,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,371,2,1,Europe
Lamborghini,Huracan evo Coupe AWD,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,370,2,1,Europe
Lamborghini,Huracan evo Spyder,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,371,2,1,Europe
Lamborghini,Huracan evo Spyder AWD,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,370,2,1,Europe
Lamborghini,Urus,SUV: Standard,4.0,8,AS8,Z,19.2,14.1,16.9,384,2,3,Europe
Land Rover,Defender 90 P300,SUV: Standard,2.0,4,AS8,Z,13.2,11.3,12.3,289,4,7,Europe
Land Rover,Defender 90 P400,SUV: Standard,3.0,6,AS8,Z,13.5,10.8,12.3,287,4,7,Europe
Land Rover,Defender 90 5.0L V8,SUV: Standard,5.0,8,AS8,Z,15.8,12.4,14.3,339,3,3,Europe
Land Rover,Defender 110 P300,SUV: Standard,2.0,4,AS8,Z,14.2,11.7,13.0,306,3,7,Europe
Land Rover,Defender 110 P400,SUV: Standard,3.0,6,AS8,Z,13.5,10.8,12.3,287,4,7,Europe
Land Rover,Defender 110 5.0L V8,SUV: Standard,5.0,8,AS8,Z,16.4,12.7,14.7,350,3,3,Europe
Land Rover,Discovery P300,SUV: Standard,2.0,4,AS8,Z,12.2,10.6,11.5,271,4,7,Europe
Land Rover,Discovery P360,SUV: Standard,3.0,6,AS8,Z,12.8,9.8,11.4,270,4,7,Europe
Land Rover,Range Rover P360,SUV: Standard,3.0,6,AS8,Z,13.3,10.2,11.9,279,4,7,Europe
Land Rover,Range Rover P400,SUV: Standard,3.0,6,AS8,Z,13.3,10.2,11.9,279,4,7,Europe
Land Rover,Range Rover P525,SUV: Standard,5.0,8,AS8,Z,14.4,11.3,13.0,305,3,3,Europe
Land Rover,Range Rover P525 LWB,SUV: Standard,5.0,8,AS8,Z,14.4,11.3,13.0,305,3,3,Europe
Land Rover,Range Rover SVAutobiography,SUV: Standard,5.0,8,AS8,Z,17.1,12.6,15.1,354,3,3,Europe
Land Rover,Range Rover SVAutobiography LWB,SUV: Standard,5.0,8,AS8,Z,17.9,12.7,15.5,365,2,3,Europe
Land Rover,Range Rover Sport P360,SUV: Standard,3.0,6,AS8,Z,12.7,9.9,11.4,269,4,7,Europe
Land Rover,Range Rover Sport HST P400,SUV: Standard,3.0,6,AS8,Z,12.7,9.9,11.4,269,4,7,Europe
Land Rover,Range Rover Sport P525,SUV: Standard,5.0,8,AS8,Z,14.1,10.7,12.6,294,4,3,Europe
Land Rover,Range Rover Sport P575 SVR,SUV: Standard,5.0,8,AS8,Z,16.2,12.0,14.3,336,3,3,Europe
Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,X,9.5,7.0,8.4,195,6,6,Asia
Lexus,ES 300h,Mid-size,2.5,4,AV6,X,5.5,5.2,5.3,124,9,7,Asia
Lexus,ES 350,Mid-size,3.5,6,AS8,X,10.7,7.3,9.2,214,5,5,Asia
Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,219,5,5,Asia
Lexus,GX 460,SUV: Standard,4.6,8,AS6,Z,16.2,12.3,14.5,337,3,3,Asia
Lexus,IS 300,Compact,2.0,4,AS6,Z,11.0,7.6,9.5,221,5,5,Asia
Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.2,9.0,10.8,253,5,5,Asia
Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.2,9.0,10.8,253,5,5,Asia
Lexus,IS 500,Compact,5.0,8,AS8,Z,14.1,9.3,11.9,280,4,5,Asia
Lexus,LC 500,Subcompact,5.0,8,AS10,Z,15.1,9.6,12.6,294,4,5,Asia
Lexus,LC 500 Convertible,Minicompact,5.0,8,AS10,Z,16.0,9.5,13.0,304,3,5,Asia
Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,9.0,7.1,8.1,189,6,7,Asia
Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,Z,13.8,8.7,11.2,270,4,5,Asia
Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,Z,10.1,8.1,9.2,216,5,7,Asia
Lexus,LX 600,SUV: Standard,3.4,6,AS10,Z,14.2,10.8,12.7,298,4,5,Asia
Lexus,NX 250 AWD,SUV: Small,2.5,4,AS8,X,9.4,7.4,8.4,198,6,6,Asia
Lexus,NX 350 AWD,SUV: Small,2.4,4,AS8,Z,10.5,8.3,9.5,221,5,7,Asia
Lexus,NX 350 AWD F SPORT,SUV: Small,2.4,4,AS8,Z,10.5,8.4,9.5,222,5,7,Asia
Lexus,NX 350h AWD,SUV: Small,2.5,4,AV6,Z,5.7,6.4,6.0,140,8,7,Asia
Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,Z,12.2,9.0,10.8,253,5,5,Asia
Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,12.2,9.0,10.8,253,5,5,Asia
Lexus,RC F,Subcompact,5.0,8,AS8,Z,14.4,9.6,12.2,285,4,5,Asia
Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,X,12.2,9.0,10.8,252,5,5,Asia
Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,X,13.1,9.4,11.1,268,4,5,Asia
Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,Z,7.5,8.4,7.9,185,6,7,Asia
Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,Z,8.1,8.4,8.1,190,6,7,Asia
Lexus,UX 200,Mid-size,2.0,4,AS10,X,8.0,6.3,7.2,168,7,6,Asia
Lexus,UX 250h AWD,Compact,2.0,4,AV6,X,5.7,6.2,6.0,140,8,7,Asia
Lincoln,Aviator AWD,SUV: Standard,3.0,6,AS10,X,13.7,9.7,11.9,280,4,5,America
Lincoln,Corsair AWD,SUV: Small,2.0,4,AS8,X,11.1,8.1,9.8,229,5,5,America
Lincoln,Corsair AWD,SUV: Small,2.3,4,AS8,X,11.2,8.3,9.9,232,5,5,America
Lincoln,Nautilus AWD,SUV: Small,2.0,4,A8,X,11.8,9.4,10.7,252,5,6,America
Lincoln,Nautilus AWD,SUV: Small,2.0,4,AS8,X,11.8,9.4,10.7,251,5,6,America
Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.2,262,4,5,America
Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,X,15.2,10.8,13.2,311,3,6,America
Maserati,Ghibli GT,Mid-size,3.0,6,A8,Z,13.4,9.4,11.6,271,4,3,Europe
Maserati,Ghibli Modena,Mid-size,3.0,6,A8,Z,13.4,9.4,11.6,271,4,3,Europe
Maserati,Ghibli Modena AWD,Mid-size,3.0,6,A8,Z,14.8,9.8,12.6,293,4,3,Europe
Maserati,Ghibli Trofeo,Mid-size,3.8,8,A8,Z,17.4,11.9,14.9,348,3,1,Europe
Maserati,Levante GT,SUV: Standard,3.0,6,A8,Z,15.1,10.9,13.2,308,3,3,Europe
Maserati,Levante Modena,SUV: Standard,3.0,6,A8,Z,15.1,10.9,13.2,308,3,3,Europe
Maserati,Levante Modena V8,SUV: Standard,3.8,8,A8,Z,17.4,12.0,15.0,349,3,1,Europe
Maserati,Levante Trofeo,SUV: Standard,3.8,8,A8,Z,17.4,12.0,15.0,349,3,1,Europe
Maserati,MC20,Two-seater,3.0,6,AS8,Z,15.4,9.5,12.8,295,4,5,Europe
Maserati,Quattroporte GT,Full-size,3.0,6,A8,Z,14.4,9.3,12.1,281,4,3,Europe
Maserati,Quattroporte Modena,Full-size,3.0,6,A8,Z,14.4,9.3,12.1,281,4,3,Europe
Maserati,Quattroporte Modena AWD,Full-size,3.0,6,A8,Z,14.8,9.8,12.6,293,4,3,Europe
Maserati,Quattroporte Trofeo,Full-size,3.8,8,A8,Z,17.4,11.9,14.9,348,3,1,Europe
Mazda,CX-3,Compact,2.0,4,AS6,X,8.3,6.9,7.7,179,7,3,Asia
Mazda,CX-3 (SIL),Compact,2.0,4,M6,X,8.8,7.0,8.0,186,6,3,Asia
Mazda,CX-3 4WD,Compact,2.0,4,AS6,X,8.6,7.4,8.1,189,6,3,Asia
Mazda,CX-30 4WD,SUV: Small,2.0,4,AS6,X,9.4,7.7,8.6,202,6,7,Asia
Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,X,9.9,7.7,8.9,208,6,7,Asia
Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.5,7.9,9.3,220,5,5,Asia
Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,X,10.2,8.2,9.3,216,5,6,Asia
Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,X,9.9,7.9,9.0,209,5,6,Asia
Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.8,8.7,9.8,230,5,5,Asia
Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,X,11.6,9.0,10.4,243,5,5,Asia
Mazda,Mazda3 4-Door,Compact,2.0,4,AS6,X,8.4,6.6,7.6,178,7,7,Asia
Mazda,Mazda3 4-Door (SIL),Compact,2.0,4,M6,X,8.7,6.4,7.7,180,7,7,Asia
Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,8.9,6.5,7.8,183,6,7,Asia
Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,9.5,7.2,8.5,199,6,7,Asia
Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4,AS6,X,10.1,7.3,8.8,207,6,5,Asia
Mazda,Mazda3 5-Door,Mid-size,2.0,4,AS6,X,8.6,6.7,7.7,181,7,7,Asia
Mazda,Mazda3 5-Door (SIL),Mid-size,2.0,4,M6,X,8.7,6.6,7.8,181,6,7,Asia
Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,X,9.1,6.8,8.1,190,6,7,Asia
Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,X,9.6,7.1,8.4,198,6,7,Asia
Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,9.5,7.4,8.6,200,6,7,Asia
Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,X,10.1,7.5,8.9,209,5,5,Asia
Mazda,MX-5,Two-seater,2.0,4,AS6,Z,9.0,6.6,7.9,186,6,3,Asia
Mazda,MX-5 (SIL),Two-seater,2.0,4,M6,Z,9.0,7.0,8.1,189,6,3,Asia
Mercedes-Benz,A 220 4MATIC Sedan,Subcompact,2.0,4,AM7,Z,9.5,6.8,8.3,194,6,5,Europe
Mercedes-Benz,A 250 4MATIC Hatch,Station wagon: Small,2.0,4,AM7,Z,10.0,7.0,8.7,202,6,5,Europe
Mercedes-Benz,AMG A 35 4MATIC Sedan,Subcompact,2.0,4,AM7,Z,10.8,7.9,9.5,221,5,5,Europe
Mercedes-Benz,AMG A 35 4MATIC Hatch,Station wagon: Small,2.0,4,AM7,Z,10.8,7.8,9.4,221,5,5,Europe
Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3.0,6,A9,Z,12.7,8.7,10.9,256,5,5,Europe
Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3.0,6,A9,Z,12.6,8.5,10.8,252,5,5,Europe
Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2.0,4,AM7,Z,11.0,8.2,9.7,227,5,5,Europe
Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2.0,4,AM8,Z,12.0,8.5,10.4,243,5,3,Europe
Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3.0,6,A9,Z,11.6,8.8,10.3,241,5,6,Europe
Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3.0,6,A9,Z,11.3,8.3,9.9,232,5,6,Europe
Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3.0,6,A9,Z,12.0,8.9,10.6,247,5,6,Europe
Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3.0,6,A9,Z,11.7,8.4,10.2,239,5,6,Europe
Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2.0,4,AM8,Z,11.0,8.4,9.8,230,5,5,Europe
Mercedes-Benz,AMG GLA 45 4MATIC SUV,Station wagon: Small,2.0,4,AM8,Z,12.3,9.6,11.1,260,4,3,Europe
Mercedes-Benz,AMG GLB 35 4MATIC SUV,Station wagon: Mid-size,2.0,4,AM8,Z,12.7,9.4,11.2,262,4,5,Europe
Mercedes-Benz,AMG GLC 43 4MATIC SUV,SUV: Small,3.0,6,A9,Z,12.9,9.3,11.3,264,4,5,Europe
Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3.0,6,A9,Z,14.0,10.1,12.3,287,4,5,Europe
Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3.0,6,A9,Z,13.4,10.6,12.1,283,4,6,Europe
Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,SUV: Standard,3.0,6,A9,Z,13.6,11.1,12.5,292,4,6,Europe
Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3.0,6,A9,Z,12.3,9.4,11.0,258,4,6,Europe
Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.0,4,A9,Z,11.0,8.0,9.6,224,5,6,Europe
Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.0,4,A9,Z,10.7,7.5,9.3,217,5,6,Europe
Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2.0,4,AM7,Z,9.8,7.0,8.6,200,6,5,Europe
Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3.0,6,A9,Z,11.1,8.2,9.8,229,5,6,Europe
Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2.0,4,A9,Z,11.2,8.2,9.8,229,5,6,Europe
Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3.0,6,A9,Z,10.5,7.9,9.3,218,5,6,Europe
Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3.0,6,A9,Z,11.2,8.4,9.9,233,5,6,Europe
Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3.0,6,A9,Z,11.0,8.0,9.6,225,5,6,Europe
Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3.0,6,A9,Z,11.0,8.3,9.8,229,5,6,Europe
Mercedes-Benz,GLA 250 4MATIC SUV,SUV: Small,2.0,4,AM8,Z,10.3,7.3,9.0,210,5,5,Europe
Mercedes-Benz,GLB 250 4MATIC SUV,SUV: Small,2.0,4,AM8,Z,10.9,7.9,9.5,224,5,5,Europe
Mercedes-Benz,GLC 300 4MATIC SUV,SUV: Small,2.0,4,A9,Z,11.5,9.1,10.4,242,5,6,Europe
Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2.0,4,A9,Z,11.5,8.5,10.1,237,5,6,Europe
Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2.0,4,A9,Z,12.1,8.9,10.7,250,5,5,Europe
Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3.0,6,A9,Z,11.4,9.3,10.4,244,5,6,Europe
Mercedes-Benz,GLE 450 4MATIC Coupe,SUV: Standard,3.0,6,A9,Z,11.7,9.2,10.5,247,5,6,Europe
Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3.0,6,A9,Z,12.8,10.0,11.5,269,4,6,Europe
Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4.0,8,A9,Z,15.2,9.9,12.9,301,3,5,Europe
Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2.0,4,A9,Z,12.6,10.1,11.5,267,4,6,Europe
Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2.0,4,A9,Z,12.6,10.1,11.5,267,4,6,Europe
Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2.0,4,A9,Z,13.3,10.6,12.1,282,4,6,Europe
Mercedes-Benz,S 500 4MATIC SWB Sedan,Full-size,3.0,6,A9,Z,11.4,8.0,9.9,231,5,6,Europe
Mercedes-Benz,S 580 4MATIC LWB Sedan,Full-size,4.0,8,A9,Z,14.3,9.5,12.2,285,4,5,Europe
MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,7,7,Europe
MINI,Cooper 3 Door,Subcompact,1.5,3,M6,Z,8.7,6.3,7.6,177,7,7,Europe
MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,7,7,Europe
MINI,Cooper 5 Door,Subcompact,1.5,3,M6,Z,8.7,6.3,7.6,177,7,7,Europe
MINI,Cooper Convertible,Minicompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,7,7,Europe
MINI,Cooper Convertible,Minicompact,1.5,3,M6,Z,8.7,6.3,7.6,177,7,7,Europe
MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,Z,10.2,7.7,9.1,211,5,7,Europe
MINI,Cooper S 3 Door,Subcompact,2.0,4,AM7,Z,8.5,6.2,7.5,174,7,7,Europe
MINI,Cooper S 3 Door,Subcompact,2.0,4,M6,Z,10.5,7.3,9.1,211,5,7,Europe
MINI,Cooper S 5 Door,Subcompact,2.0,4,AM7,Z,8.5,6.2,7.5,174,7,7,Europe
MINI,Cooper S 5 Door,Subcompact,2.0,4,M6,Z,10.5,7.3,9.1,211,5,7,Europe
MINI,Cooper S Clubman ALL4,Mid-size,2.0,4,AS8,Z,10.2,7.4,8.9,207,6,7,Europe
MINI,Cooper S Convertible,Minicompact,2.0,4,AM7,Z,8.8,6.5,7.8,182,6,7,Europe
MINI,Cooper S Convertible,Minicompact,2.0,4,M6,Z,10.1,7.1,8.8,205,6,7,Europe
MINI,Cooper S Countryman ALL4,Mid-size,2.0,4,AS8,Z,10.4,7.5,9.1,212,5,7,Europe
MINI,John Cooper Works 3 Door,Subcompact,2.0,4,AS8,Z,9.3,6.9,8.2,191,6,7,Europe
MINI,John Cooper Works 3 Door,Subcompact,2.0,4,M6,Z,10.5,7.3,9.1,211,5,7,Europe
MINI,John Cooper Works Clubman ALL4,Mid-size,2.0,4,AS8,Z,10.1,7.6,9.0,210,5,3,Europe
MINI,John Cooper Works Convertible,Minicompact,2.0,4,AS8,Z,9.6,7.2,8.5,198,6,7,Europe
MINI,John Cooper Works Countryman ALL4,Mid-size,2.0,4,AS8,Z,10.4,7.8,9.2,210,5,3,Europe
Mitsubishi,Eclipse Cross 4WD,SUV: Small,1.5,4,AV8,X,9.6,8.9,9.3,216,5,5,America
Mitsubishi,Mirage,Compact,1.2,3,AV,X,6.6,5.6,6.2,143,8,5,America
Mitsubishi,Mirage,Compact,1.2,3,M5,X,7.1,5.8,6.5,151,8,5,America
Mitsubishi,Outlander 4WD,SUV: Small,2.5,4,AV8,X,9.7,7.9,8.9,208,6,6,America
Mitsubishi,RVR,SUV: Small,2.0,4,AV6,X,9.7,7.8,8.8,206,6,5,America
Mitsubishi,RVR 4WD,SUV: Small,2.0,4,AV6,X,10.1,8.2,9.2,213,5,5,America
Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,X,10.3,8.3,9.4,218,5,5,America
Nissan,Altima AWD,Mid-size,2.5,4,AV,X,9.1,6.5,7.9,186,6,7,Asia
Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,X,9.3,6.7,8.1,190,6,7,Asia
Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,Z,17.5,12.9,15.4,362,2,3,Asia
Nissan,Frontier,Pickup truck: Standard,3.8,6,AS9,X,12.8,9.5,11.3,266,4,5,Asia
Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,X,13.7,10.6,12.3,288,4,5,Asia
Nissan,Kicks,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,169,7,7,Asia
Nissan,Maxima,Mid-size,3.5,6,AV7,Z,11.6,7.9,9.9,233,5,3,Asia
Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,X,12.0,8.5,10.4,245,5,5,Asia
Nissan,Pathfinder 4WD,SUV: Small,3.5,6,AS9,X,11.6,9.2,10.5,246,5,5,Asia
Nissan,Qashqai,Station wagon: Small,2.0,4,AV8,X,8.6,7.3,8.0,188,6,6,Asia
Nissan,Qashqai,Station wagon: Small,2.0,4,M6,X,10.0,7.9,9.1,213,5,6,Asia
Nissan,Qashqai AWD,Station wagon: Small,2.0,4,AV8,X,9.0,7.5,8.3,196,6,6,Asia
