,Unnamed: 0,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,is_legendary,is_mythical,is_mega
382,383,Spinda,3.0,Spot Panda Pokemon,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.1,5.0,Normal,None,0.0,0.0,0.0
383,384,Trapinch,3.0,Ant Pit Pokemon,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",0.7,15.0,Ground,None,0.0,0.0,0.0
384,385,Vibrava,3.0,Vibration Pokemon,['Levitate'],1.1,15.3,Ground,Dragon,0.0,0.0,0.0
385,386,Flygon,3.0,Mystic Pokemon,['Levitate'],2.0,82.0,Ground,Dragon,0.0,0.0,0.0
386,387,Cacnea,3.0,Cactus Pokemon,"['Sand Veil', 'Water Absorb']",0.4,51.3,Grass,None,0.0,0.0,0.0
387,388,Cacturne,3.0,Scarecrow Pokemon,"['Sand Veil', 'Water Absorb']",1.3,77.4,Grass,Dark,0.0,0.0,0.0
388,389,Swablu,3.0,Cotton Bird Pokemon,"['Natural Cure', 'Cloud Nine']",0.4,1.2,Normal,Flying,0.0,0.0,0.0
389,390,Altaria,3.0,Humming Pokemon,"['Natural Cure', 'Cloud Nine']",1.1,20.6,Dragon,Flying,0.0,0.0,0.0
390,391,Mega Altaria,3.0,Humming Pokemon,['Pixilate'],1.5,20.6,Dragon,Fairy,0.0,0.0,1.0
391,392,Zangoose,3.0,Cat Ferret Pokemon,"['Immunity', 'Toxic Boost']",1.3,40.3,Normal,None,0.0,0.0,0.0
392,393,Seviper,3.0,Fang Snake Pokemon,"['Shed Skin', 'Infiltrator']",2.7,52.5,Poison,None,0.0,0.0,0.0
393,394,Lunatone,3.0,Meteorite Pokemon,['Levitate'],1.0,168.0,Rock,Psychic,0.0,0.0,0.0
394,395,Solrock,3.0,Meteorite Pokemon,['Levitate'],1.2,154.0,Rock,Psychic,0.0,0.0,0.0
395,396,Barboach,3.0,Whiskers Pokemon,"['Oblivious', 'Anticipation', 'Hydration']",0.4,1.9,Water,Ground,0.0,0.0,0.0
396,397,Whiscash,3.0,Whiskers Pokemon,"['Oblivious', 'Anticipation', 'Hydration']",0.9,23.6,Water,Ground,0.0,0.0,0.0
397,398,Corphish,3.0,Ruffian Pokemon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",0.6,11.5,Water,None,0.0,0.0,0.0
398,399,Crawdaunt,3.0,Rogue Pokemon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.1,32.8,Water,Dark,0.0,0.0,0.0
399,400,Baltoy,3.0,Clay Doll Pokemon,['Levitate'],0.5,21.5,Ground,Psychic,0.0,0.0,0.0
400,401,Claydol,3.0,Clay Doll Pokemon,['Levitate'],1.5,108.0,Ground,Psychic,0.0,0.0,0.0
401,402,Lileep,3.0,Sea Lily Pokemon,"['Suction Cups', 'Storm Drain']",1.0,23.8,Rock,Grass,0.0,0.0,0.0
402,403,Cradily,3.0,Barnacle Pokemon,"['Suction Cups', 'Storm Drain']",1.5,60.4,Rock,Grass,0.0,0.0,0.0
403,404,Anorith,3.0,Old Shrimp Pokemon,"['Battle Armor', 'Swift Swim']",0.7,12.5,Rock,Bug,0.0,0.0,0.0
404,405,Armaldo,3.0,Plate Pokemon,"['Battle Armor', 'Swift Swim']",1.5,68.2,Rock,Bug,0.0,0.0,0.0
405,406,Feebas,3.0,Fish Pokemon,"['Swift Swim', 'Oblivious', 'Adaptability']",0.6,7.4,Water,None,0.0,0.0,0.0
406,407,Milotic,3.0,Tender Pokemon,"['Marvel Scale', 'Competitive', 'Cute Charm']",6.2,162.0,Water,None,0.0,0.0,0.0
407,408,Castform,3.0,Weather Pokemon,['Forecast'],0.3,0.8,Normal,None,0.0,0.0,0.0
408,409,Castform Sunny Form,3.0,Weather Pokemon,['Forecast'],0.3,0.8,Fire,None,0.0,0.0,0.0
409,410,Castform Rainy Form,3.0,Weather Pokemon,['Forecast'],0.3,0.8,Water,None,0.0,0.0,0.0
410,411,Castform Snowy Form,3.0,Weather Pokemon,['Forecast'],0.3,0.8,Ice,None,0.0,0.0,0.0
411,412,Kecleon,3.0,Color Swap Pokemon,"['Color Change', 'Protean']",1.0,22.0,Normal,None,0.0,0.0,0.0
412,413,Shuppet,3.0,Puppet Pokemon,"['Insomnia', 'Frisk', 'Cursed Body']",0.6,2.3,Ghost,None,0.0,0.0,0.0
413,414,Banette,3.0,Marionette Pokemon,"['Insomnia', 'Frisk', 'Cursed Body']",1.1,12.5,Ghost,None,0.0,0.0,0.0
414,415,Mega Banette,3.0,Marionette Pokemon,['Prankster'],1.2,13.0,Ghost,None,0.0,0.0,1.0
415,416,Duskull,3.0,Requiem Pokemon,"['Levitate', 'Frisk']",0.8,15.0,Ghost,None,0.0,0.0,0.0
416,417,Dusclops,3.0,Beckon Pokemon,"['Pressure', 'Frisk']",1.6,30.6,Ghost,None,0.0,0.0,0.0
417,418,Tropius,3.0,Fruit Pokemon,"['Chlorophyll', 'Solar Power', 'Harvest']",2.0,100.0,Grass,Flying,0.0,0.0,0.0
418,419,Chimecho,3.0,Wind Chime Pokemon,['Levitate'],0.6,1.0,Psychic,None,0.0,0.0,0.0
419,420,Absol,3.0,Disaster Pokemon,"['Pressure', 'Super Luck', 'Justified']",1.2,47.0,Dark,None,0.0,0.0,0.0
420,421,Mega Absol,3.0,Disaster Pokemon,['Magic Bounce'],1.2,49.0,Dark,None,0.0,0.0,1.0
421,422,Wynaut,3.0,Bright Pokemon,"['Shadow Tag', 'Telepathy']",0.6,14.0,Psychic,None,0.0,0.0,0.0
422,423,Snorunt,3.0,Snow Hat Pokemon,"['Inner Focus', 'Ice Body', 'Moody']",0.7,16.8,Ice,None,0.0,0.0,0.0
423,424,Glalie,3.0,Face Pokemon,"['Inner Focus', 'Ice Body', 'Moody']",1.5,256.5,Ice,None,0.0,0.0,0.0
424,425,Mega Glalie,3.0,Face Pokemon,['Refrigerate'],2.1,350.2,Ice,None,0.0,0.0,1.0
425,426,Spheal,3.0,Clap Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",0.8,39.5,Ice,Water,0.0,0.0,0.0
426,427,Sealeo,3.0,Ball Roll Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",1.1,87.6,Ice,Water,0.0,0.0,0.0
427,428,Walrein,3.0,Ice Break Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",1.4,150.6,Ice,Water,0.0,0.0,0.0
428,429,Clamperl,3.0,Bivalve Pokemon,"['Shell Armor', 'Rattled']",0.4,52.5,Water,None,0.0,0.0,0.0
429,430,Huntail,3.0,Deep Sea Pokemon,"['Swift Swim', 'Water Veil']",1.7,27.0,Water,None,0.0,0.0,0.0
430,431,Gorebyss,3.0,South Sea Pokemon,"['Swift Swim', 'Hydration']",1.8,22.6,Water,None,0.0,0.0,0.0
431,432,Relicanth,3.0,Longevity Pokemon,"['Swift Swim', 'Rock Head', 'Sturdy']",1.0,23.4,Water,Rock,0.0,0.0,0.0
432,433,Luvdisc,3.0,Rendezvous Pokemon,"['Swift Swim', 'Hydration']",0.6,8.7,Water,None,0.0,0.0,0.0
433,434,Bagon,3.0,Rock Head Pokemon,"['Rock Head', 'Sheer Force']",0.6,42.1,Dragon,None,0.0,0.0,0.0
434,435,Shelgon,3.0,Endurance Pokemon,"['Rock Head', 'Overcoat']",1.1,110.5,Dragon,None,0.0,0.0,0.0
435,436,Salamence,3.0,Dragon Pokemon,"['Intimidate', 'Moxie']",1.5,102.6,Dragon,Flying,0.0,0.0,0.0
436,437,Mega Salamence,3.0,Dragon Pokemon,['Aerilate'],1.8,112.6,Dragon,Flying,0.0,0.0,1.0
437,438,Beldum,3.0,Iron Ball Pokemon,"['Clear Body', 'Light Metal']",0.6,95.2,Steel,Psychic,0.0,0.0,0.0
438,439,Metang,3.0,Iron Claw Pokemon,"['Clear Body', 'Light Metal']",1.2,202.5,Steel,Psychic,0.0,0.0,0.0
439,440,Metagross,3.0,Iron Leg Pokemon,"['Clear Body', 'Light Metal']",1.6,550.0,Steel,Psychic,0.0,0.0,0.0
440,441,Mega Metagross,3.0,Iron Leg Pokemon,['Tough Claws'],2.5,942.9,Steel,Psychic,0.0,0.0,1.0
441,442,Regirock,3.0,Rock Peak Pokemon,"['Clear Body', 'Sturdy']",1.7,230.0,Rock,None,1.0,0.0,0.0
442,443,Regice,3.0,Iceberg Pokemon,"['Clear Body', 'Ice Body']",1.8,175.0,Ice,None,1.0,0.0,0.0
443,444,Registeel,3.0,Iron Pokemon,"['Clear Body', 'Light Metal']",1.9,205.0,Steel,None,1.0,0.0,0.0
444,445,Latias,3.0,Eon Pokemon,['Levitate'],1.4,40.0,Dragon,Psychic,1.0,0.0,0.0
445,446,Mega Latias,3.0,Eon Pokemon,['Levitate'],1.8,52.0,Dragon,Psychic,1.0,0.0,1.0
446,447,Latios,3.0,Eon Pokemon,['Levitate'],2.0,60.0,Dragon,Psychic,1.0,0.0,0.0
447,448,Mega Latios,3.0,Eon Pokemon,['Levitate'],2.3,70.0,Dragon,Psychic,1.0,0.0,1.0
448,449,Kyogre,3.0,Sea Basin Pokemon,['Drizzle'],4.5,352.0,Water,None,1.0,0.0,0.0
449,450,Primal Kyogre,3.0,Sea Basin Pokemon,['Primordial Sea'],9.8,430.0,Water,None,1.0,0.0,0.0
450,451,Groudon,3.0,Continent Pokemon,['Drought'],3.5,950.0,Ground,None,1.0,0.0,0.0
451,452,Primal Groudon,3.0,Continent Pokemon,['Desolate Land'],5.0,999.7,Ground,Fire,1.0,0.0,0.0
452,453,Rayquaza,3.0,Sky High Pokemon,['Air Lock'],7.0,206.5,Dragon,Flying,1.0,0.0,0.0
453,454,Mega Rayquaza,3.0,Sky High Pokemon,['Delta Stream'],10.8,392.0,Dragon,Flying,1.0,0.0,1.0
454,455,Jirachi,3.0,Wish Pokemon,['Serene Grace'],0.3,1.1,Steel,Psychic,0.0,1.0,0.0
455,456,Deoxys Normal Forme,3.0,DNA Pokemon,['Pressure'],1.7,60.8,Psychic,None,0.0,1.0,0.0
456,457,DeoxysAttack Forme,3.0,DNA Pokemon,['Pressure'],1.7,60.8,Psychic,None,0.0,1.0,0.0
457,458,Deoxys Defense Forme,3.0,DNA Pokemon,['Pressure'],1.7,60.8,Psychic,None,0.0,1.0,0.0
458,459,Deoxys Speed Forme,3.0,DNA Pokemon,['Pressure'],1.7,60.8,Psychic,None,0.0,1.0,0.0
459,460,Turtwig,4.0,Tiny Leaf Pokemon,"['Overgrow', 'Shell Armor']",0.4,10.2,Grass,None,0.0,0.0,0.0
460,461,Grotle,4.0,Grove Pokemon,"['Overgrow', 'Shell Armor']",1.1,97.0,Grass,None,0.0,0.0,0.0
461,462,Torterra,4.0,Continent Pokemon,"['Overgrow', 'Shell Armor']",2.2,310.0,Grass,Ground,0.0,0.0,0.0
462,463,Chimchar,4.0,Chimp Pokemon,"['Blaze', 'Iron Fist']",0.5,6.2,Fire,None,0.0,0.0,0.0
463,464,Monferno,4.0,Playful Pokemon,"['Blaze', 'Iron Fist']",0.9,22.0,Fire,Fighting,0.0,0.0,0.0
464,465,Infernape,4.0,Flame Pokemon,"['Blaze', 'Iron Fist']",1.2,55.0,Fire,Fighting,0.0,0.0,0.0
465,466,Piplup,4.0,Penguin Pokemon,"['Torrent', 'Defiant']",0.4,5.2,Water,None,0.0,0.0,0.0
466,467,Prinplup,4.0,Penguin Pokemon,"['Torrent', 'Defiant']",0.8,23.0,Water,None,0.0,0.0,0.0
467,468,Empoleon,4.0,Emperor Pokemon,"['Torrent', 'Defiant']",1.7,84.5,Water,Steel,0.0,0.0,0.0
468,469,Starly,4.0,Starling Pokemon,"['Keen Eye', 'Reckless']",0.3,2.0,Normal,Flying,0.0,0.0,0.0
469,470,Staravia,4.0,Starling Pokemon,"['Intimidate', 'Reckless']",0.6,15.5,Normal,Flying,0.0,0.0,0.0
470,471,Staraptor,4.0,Predator Pokemon,"['Intimidate', 'Reckless']",1.2,24.9,Normal,Flying,0.0,0.0,0.0
471,472,Bidoof,4.0,Plump Mouse Pokemon,"['Simple', 'Unaware', 'Moody']",0.5,20.0,Normal,None,0.0,0.0,0.0
472,473,Bibarel,4.0,Beaver Pokemon,"['Simple', 'Unaware', 'Moody']",1.0,31.5,Normal,Water,0.0,0.0,0.0
473,474,Kricketot,4.0,Cricket Pokemon,"['Shed Skin', 'Run Away']",0.3,2.2,Bug,None,0.0,0.0,0.0
474,475,Kricketune,4.0,Cricket Pokemon,"['Swarm', 'Technician']",1.0,25.5,Bug,None,0.0,0.0,0.0
475,476,Shinx,4.0,Flash Pokemon,"['Rivalry', 'Intimidate', 'Guts']",0.5,9.5,Electric,None,0.0,0.0,0.0
476,477,Luxio,4.0,Spark Pokemon,"['Rivalry', 'Intimidate', 'Guts']",0.9,30.5,Electric,None,0.0,0.0,0.0
477,478,Luxray,4.0,Gleam Eyes Pokemon,"['Rivalry', 'Intimidate', 'Guts']",1.4,42.0,Electric,None,0.0,0.0,0.0
478,479,Budew,4.0,Bud Pokemon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",0.2,1.2,Grass,Poison,0.0,0.0,0.0
479,480,Roserade,4.0,Bouquet Pokemon,"['Natural Cure', 'Poison Point', 'Technician']",0.9,14.5,Grass,Poison,0.0,0.0,0.0
480,481,Cranidos,4.0,Head Butt Pokemon,"['Mold Breaker', 'Sheer Force']",0.9,31.5,Rock,None,0.0,0.0,0.0
481,482,Rampardos,4.0,Head Butt Pokemon,"['Mold Breaker', 'Sheer Force']",1.6,102.5,Rock,None,0.0,0.0,0.0
482,483,Shieldon,4.0,Shield Pokemon,"['Sturdy', 'Soundproof']",0.5,57.0,Rock,Steel,0.0,0.0,0.0
483,484,Bastiodon,4.0,Shield Pokemon,"['Sturdy', 'Soundproof']",1.3,149.5,Rock,Steel,0.0,0.0,0.0
484,485,Burmy,4.0,Bagworm Pokemon,"['Shed Skin', 'Overcoat']",0.2,3.4,Bug,None,0.0,0.0,0.0
485,486,Wormadam ,4.0,Bagworm Pokemon,"['Anticipation', 'Overcoat']",0.5,6.5,Bug,Ground,0.0,0.0,0.0
486,487,Mothim,4.0,Moth Pokemon,"['Swarm', 'Tinted Lens']",0.9,23.3,Bug,Flying,0.0,0.0,0.0
487,488,Combee,4.0,Tiny Bee Pokemon,"['Honey Gather', 'Hustle']",0.3,5.5,Bug,Flying,0.0,0.0,0.0
488,489,Vespiquen,4.0,Beehive Pokemon,"['Pressure', 'Unnerve']",1.2,38.5,Bug,Flying,0.0,0.0,0.0
489,490,Pachirisu,4.0,EleSquirrel Pokemon,"['Run Away', 'Pickup', 'Volt Absorb']",0.4,3.9,Electric,None,0.0,0.0,0.0
490,491,Buizel,4.0,Sea Weasel Pokemon,"['Swift Swim', 'Water Veil']",0.7,29.5,Water,None,0.0,0.0,0.0
491,492,Floatzel,4.0,Sea Weasel Pokemon,"['Swift Swim', 'Water Veil']",1.1,33.5,Water,None,0.0,0.0,0.0
492,493,Cherubi,4.0,Cherry Pokemon,['Chlorophyll'],0.4,3.3,Grass,None,0.0,0.0,0.0
493,494,Cherrim,4.0,Blossom Pokemon,['Flower Gift'],0.5,9.3,Grass,None,0.0,0.0,0.0
494,495,Shellos,4.0,Sea Slug Pokemon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",0.3,6.3,Water,None,0.0,0.0,0.0
495,496,Gastrodon,4.0,Sea Slug Pokemon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",0.9,29.9,Water,Ground,0.0,0.0,0.0
496,497,Ambipom,4.0,Long Tail Pokemon,"['Technician', 'Pickup', 'Skill Link']",1.2,20.3,Normal,None,0.0,0.0,0.0
497,498,Drifloon,4.0,Balloon Pokemon,"['Aftermath', 'Unburden', 'Flare Boost']",0.4,1.2,Ghost,Flying,0.0,0.0,0.0
498,499,Drifblim,4.0,Blimp Pokemon,"['Aftermath', 'Unburden', 'Flare Boost']",1.2,15.0,Ghost,Flying,0.0,0.0,0.0
499,500,Buneary,4.0,Rabbit Pokemon,"['Run Away', 'Klutz', 'Limber']",0.4,5.5,Normal,None,0.0,0.0,0.0
500,501,Lopunny,4.0,Rabbit Pokemon,"['Cute Charm', 'Klutz', 'Limber']",1.2,33.3,Normal,None,0.0,0.0,0.0
501,502,Mega Lopunny,4.0,Rabbit Pokemon,['Scrappy'],1.3,28.3,Normal,Fighting,0.0,0.0,1.0
502,503,Mismagius,4.0,Magical Pokemon,['Levitate'],0.9,4.4,Ghost,None,0.0,0.0,0.0
503,504,Honchkrow,4.0,Big Boss Pokemon,"['Insomnia', 'Super Luck', 'Moxie']",0.9,27.3,Dark,Flying,0.0,0.0,0.0
504,505,Glameow,4.0,Catty Pokemon,"['Limber', 'Own Tempo', 'Keen Eye']",0.5,3.9,Normal,None,0.0,0.0,0.0
505,506,Purugly,4.0,Tiger Cat Pokemon,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,43.8,Normal,None,0.0,0.0,0.0
506,507,Chingling,4.0,Bell Pokemon,['Levitate'],0.2,0.6,Psychic,None,0.0,0.0,0.0
507,508,Stunky,4.0,Skunk Pokemon,"['Stench', 'Aftermath', 'Keen Eye']",0.4,19.2,Poison,Dark,0.0,0.0,0.0
508,509,Skuntank,4.0,Skunk Pokemon,"['Stench', 'Aftermath', 'Keen Eye']",1.0,38.0,Poison,Dark,0.0,0.0,0.0
509,510,Bronzor,4.0,Bronze Pokemon,"['Levitate', 'Heatproof', 'Heavy Metal']",0.5,60.5,Steel,Psychic,0.0,0.0,0.0
510,511,Bronzong,4.0,Bronze Bell Pokemon,"['Levitate', 'Heatproof', 'Heavy Metal']",1.3,187.0,Steel,Psychic,0.0,0.0,0.0
511,512,Bonsly,4.0,Bonsai Pokemon,"['Sturdy', 'Rock Head', 'Rattled']",0.5,15.0,Rock,None,0.0,0.0,0.0
512,513,Mime Jr.,4.0,Mime Pokemon,"['Soundproof', 'Filter', 'Technician']",0.6,13.0,Psychic,Fairy,0.0,0.0,0.0
513,514,Happiny,4.0,Playhouse Pokemon,"['Natural Cure', 'Serene Grace', 'Friend Guard']",0.6,24.4,Normal,None,0.0,0.0,0.0
514,515,Chatot,4.0,Music Note Pokemon,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.9,Normal,Flying,0.0,0.0,0.0
515,516,Spiritomb,4.0,Forbidden Pokemon,"['Pressure', 'Infiltrator']",1.0,108.0,Ghost,Dark,0.0,0.0,0.0
516,517,Gible,4.0,Land Shark Pokemon,"['Sand Veil', 'Rough Skin']",0.7,20.5,Dragon,Ground,0.0,0.0,0.0
517,518,Gabite,4.0,Cave Pokemon,"['Sand Veil', 'Rough Skin']",1.4,56.0,Dragon,Ground,0.0,0.0,0.0
518,519,Garchomp,4.0,Mach Pokemon,"['Sand Veil', 'Rough Skin']",1.9,95.0,Dragon,Ground,0.0,0.0,0.0
519,520,Mega Garchomp,4.0,Mach Pokemon,['Sand Force'],1.9,95.0,Dragon,Ground,0.0,0.0,0.0
520,521,Munchlax,4.0,Big Eater Pokemon,"['Pickup', 'Thick Fat', 'Gluttony']",0.6,105.0,Normal,None,0.0,0.0,0.0
521,522,Riolu,4.0,Emanation Pokemon,"['Steadfast', 'Inner Focus', 'Prankster']",0.7,20.2,Fighting,None,0.0,0.0,0.0
522,523,Lucario,4.0,Aura Pokemon,"['Steadfast', 'Inner Focus', 'Justified']",1.2,54.0,Fighting,Steel,0.0,0.0,0.0
523,524,Mega Lucario,4.0,Aura Pokemon,['Adaptability'],1.3,57.5,Fighting,Steel,0.0,0.0,1.0
524,525,Hippopotas,4.0,Hippo Pokemon,"['Sand Stream', 'Sand Force']",0.8,49.5,Ground,None,0.0,0.0,0.0
525,526,Hippowdon,4.0,Heavyweight Pokemon,"['Sand Stream', 'Sand Force']",2.0,300.0,Ground,None,0.0,0.0,0.0
526,527,Skorupi,4.0,Scorpion Pokemon,"['Battle Armor', 'Sniper', 'Keen Eye']",0.8,12.0,Poison,Bug,0.0,0.0,0.0
527,528,Drapion,4.0,Ogre Scorp Pokemon,"['Battle Armor', 'Sniper', 'Keen Eye']",1.3,61.5,Poison,Dark,0.0,0.0,0.0
528,529,Croagunk,4.0,Toxic Mouth Pokemon,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.7,23.0,Poison,Fighting,0.0,0.0,0.0
529,530,Toxicroak,4.0,Toxic Mouth Pokemon,"['Anticipation', 'Dry Skin', 'Poison Touch']",1.3,44.4,Poison,Fighting,0.0,0.0,0.0
530,531,Carnivine,4.0,Bug Catcher Pokemon,['Levitate'],1.4,27.0,Grass,None,0.0,0.0,0.0
531,532,Finneon,4.0,Wing Fish Pokemon,"['Swift Swim', 'Storm Drain', 'Water Veil']",0.4,7.0,Water,None,0.0,0.0,0.0
532,533,Lumineon,4.0,Neon Pokemon,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.2,24.0,Water,None,0.0,0.0,0.0
533,534,Mantyke,4.0,Kite Pokemon,"['Swift Swim', 'Water Absorb', 'Water Veil']",1.0,65.0,Water,Flying,0.0,0.0,0.0
534,535,Snover,4.0,Frost Tree Pokemon,"['Snow Warning', 'Soundproof']",1.0,50.5,Grass,Ice,0.0,0.0,0.0
535,536,Abomasnow,4.0,Frost Tree Pokemon,"['Snow Warning', 'Soundproof']",2.2,135.5,Grass,Ice,0.0,0.0,0.0
536,537,Mega Abomasnow,4.0,Frost Tree Pokemon,['Snow Warning'],2.7,185.0,Grass,Ice,0.0,0.0,1.0
537,538,Weavile,4.0,Sharp Claw Pokemon,"['Pressure', 'Pickpocket']",1.1,34.0,Dark,Ice,0.0,0.0,0.0
538,539,Magnezone,4.0,Magnet Area Pokemon,"['Magnet Pull', 'Sturdy', 'Analytic']",1.2,180.0,Electric,Steel,0.0,0.0,0.0
539,540,Lickilicky,4.0,Licking Pokemon,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.7,140.0,Normal,None,0.0,0.0,0.0
540,541,Rhyperior,4.0,Drill Pokemon,"['Lightning Rod', 'Solid Rock', 'Reckless']",2.4,282.8,Ground,Rock,0.0,0.0,0.0
541,542,Tangrowth,4.0,Vine Pokemon,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,128.6,Grass,None,0.0,0.0,0.0
542,543,Electivire,4.0,Thunderbolt Pokemon,"['Motor Drive', 'Vital Spirit']",1.8,138.6,Electric,None,0.0,0.0,0.0
543,544,Magmortar,4.0,Blast Pokemon,"['Flame Body', 'Vital Spirit']",1.6,68.0,Fire,None,0.0,0.0,0.0
544,545,Togekiss,4.0,Jubilee Pokemon,"['Hustle', 'Serene Grace', 'Super Luck']",1.5,38.0,Fairy,Flying,0.0,0.0,0.0
545,546,Yanmega,4.0,Ogre Darner Pokemon,"['Speed Boost', 'Tinted Lens', 'Frisk']",1.9,51.5,Bug,Flying,0.0,0.0,0.0
546,547,Leafeon,4.0,Verdant Pokemon,"['Leaf Guard', 'Chlorophyll']",1.0,25.5,Grass,None,0.0,0.0,0.0
547,548,Glaceon,4.0,Fresh Snow Pokemon,"['Snow Cloak', 'Ice Body']",0.8,25.9,Ice,None,0.0,0.0,0.0
548,549,Gliscor,4.0,Fang Scorp Pokemon,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",2.0,42.5,Ground,Flying,0.0,0.0,0.0
549,550,Mamoswine,4.0,Twin Tusk Pokemon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",2.5,291.0,Ice,Ground,0.0,0.0,0.0
550,551,Porygon-Z,4.0,Virtual Pokemon,"['Adaptability', 'Download', 'Analytic']",0.9,34.0,Normal,None,0.0,0.0,0.0
551,552,Gallade,4.0,Blade Pokemon,"['Steadfast', 'Justified']",1.6,52.0,Psychic,Fighting,0.0,0.0,0.0
552,553,Mega Gallade,4.0,Blade Pokemon,['Inner Focus'],1.6,56.4,Psychic,Fighting,0.0,0.0,1.0
553,554,Probopass,4.0,Compass Pokemon,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.4,340.0,Rock,Steel,0.0,0.0,0.0
554,555,Dusknoir,4.0,Gripper Pokemon,"['Pressure', 'Frisk']",2.2,106.6,Ghost,None,0.0,0.0,0.0
555,556,Froslass,4.0,Snow Land Pokemon,"['Snow Cloak', 'Cursed Body']",1.3,26.6,Ice,Ghost,0.0,0.0,0.0
556,557,Rotom,4.0,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Ghost,0.0,0.0,0.0
557,558,Heat Rotom,4.0,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Fire,0.0,0.0,0.0
558,559,Wash Rotom,4.0,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Water,0.0,0.0,0.0
559,560,Frost Rotom,4.0,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Ice,0.0,0.0,0.0
560,561,Fan Rotom,4.0,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Flying,0.0,0.0,0.0
561,562,Mow Rotom,4.0,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Grass,0.0,0.0,0.0
562,563,Uxie,4.0,Knowledge Pokemon,['Levitate'],0.3,0.3,Psychic,None,1.0,0.0,0.0
563,564,Mesprit,4.0,Emotion Pokemon,['Levitate'],0.3,0.3,Psychic,None,1.0,0.0,0.0
564,565,Azelf,4.0,Willpower Pokemon,['Levitate'],0.3,0.3,Psychic,None,1.0,0.0,0.0
565,566,Dialga,4.0,Temporal Pokemon,"['Pressure', 'Telepathy']",5.4,683.0,Steel,Dragon,1.0,0.0,0.0
566,567,Palkia,4.0,Spatial Pokemon,"['Pressure', 'Telepathy']",4.2,336.0,Water,Dragon,1.0,0.0,0.0
567,568,Heatran,4.0,Lava Dome Pokemon,"['Flash Fire', 'Flame Body']",1.7,430.0,Fire,Steel,1.0,0.0,0.0
568,569,Regigigas,4.0,Colossal Pokemon,['Slow Start'],3.7,420.0,Normal,None,1.0,0.0,0.0
569,570,Altered Forme Giratina,4.0,Renegade Pokemon,"['Pressure', 'Telepathy']",4.5,750.0,Ghost,Dragon,1.0,0.0,0.0
570,571,Origin Forme Giratina,4.0,Renegade Pokemon,['Levitate'],6.9,650.0,Ghost,Dragon,1.0,0.0,0.0
571,572,Cresselia,4.0,Lunar Pokemon,['Levitate'],1.5,85.6,Psychic,None,1.0,0.0,0.0
572,573,Phione,4.0,Sea Drifter Pokemon,['Hydration'],0.4,3.1,Water,None,0.0,1.0,0.0
573,574,Manaphy,4.0,Seafaring Pokemon,['Hydration'],0.3,1.4,Water,None,0.0,1.0,0.0
574,575,Darkrai,4.0,Pitch-Black Pokemon,['Bad Dreams'],1.5,50.5,Dark,None,0.0,1.0,0.0
575,576,Shaymin Land Forme,4.0,Gratitude Pokemon,['Natural Cure'],0.2,2.1,Grass,None,0.0,1.0,0.0
576,577,Shaymin Sky Forme,4.0,Gratitude Pokemon,['Serene Grace'],0.4,5.2,Grass,Flying,0.0,1.0,0.0
577,578,Arceus,4.0,Alpha Pokemon,['Multitype'],3.2,320.0,Normal,None,0.0,1.0,0.0
578,579,Victini,5.0,Victory Pokemon,['Victory Star'],0.4,4.0,Psychic,Fire,0.0,1.0,0.0
579,580,Snivy,5.0,Grass Snake Pokemon,"['Overgrow', 'Contrary']",0.6,8.1,Grass,None,0.0,0.0,0.0
580,581,Servine,5.0,Grass Snake Pokemon,"['Overgrow', 'Contrary']",0.8,16.0,Grass,None,0.0,0.0,0.0
581,582,Serperior,5.0,Regal Pokemon,"['Overgrow', 'Contrary']",3.3,63.0,Grass,None,0.0,0.0,0.0
582,583,Tepig,5.0,Fire Pig Pokemon,"['Blaze', 'Thick Fat']",0.5,9.9,Fire,None,0.0,0.0,0.0
583,584,Pignite,5.0,Fire Pig Pokemon,"['Blaze', 'Thick Fat']",1.0,55.5,Fire,Fighting,0.0,0.0,0.0
